,text,label
233919," Fun game, despite the wait.: My only complain was the waiting on the elevators. The NXE Game install kinda got rid of that but it was too late for me I was nearly done with the game already.Its a great game though, pick it up if you can.",__label__2 
233920," 5/5 - Immersive RPG: Combat:The battles and combat are exciting, and because landscapes change and your armour and weapons can be upgraded, combat does not get boring or repetitive. Leveling up frequently keeps you interested in developing your character for combat.Dialogue:The dialogue is well written. Characters are believable and interesting.Storyline:This is what makes the game five-star worthy. It pulled me in from the very beginning and never let go. When I finished the game, I just started it right back up and through again. And again. And every time I did that, I enjoyed it more. Until ME2 came out, and then ME3 (which I have not finished).If you need fast-paced shooter action, this isn't the game for you. If you prefer plot and character development, you might fall in love with this game's cast and story. I did.",__label__2 
233921," Awful Follow-Up to KOTOR: Let me say Knights of the Old Republic is one of my favorite RPGs of all time. The way they meshed turn-based combat with real time was a revelation that no game has since matched. But this game was boring as hell. I played it for over 5 hours, and all it seemed to me was a running simulator with a bad third person shooter mechanic thrown in. Sure, the conversation mechanic was interesting for the first 10 minutes or so, but after a while it was like watching a movie I had to also direct, instead of just enjoying it. Generic sci-fi themes also abounded, lacking the cohesiveness of the Star Wars universe for an underlying premise. I would say Bioware is great at interpreting a story that has already been realized for them, but awful at trying to come up with an original concept, AND executing it in an interesting fashion.",__label__1 
233922," Boring,Boring,and Boring: i have wasted 3 days of my life playing this pointless boring game i do not know what everyone sees in this game i kept playing just thinking it would get better but no it doesnt the graphics are great but the gameplay sucks you just have to stand there during endless talking scenes and when it is over guess what here comes another talking scene you feel like you are playing a movie rather than a video game please rent this game before you buy it i am so glad that i did .thanks for reading",__label__1 
233923, CD doesn't work: It ran up to the point that said clean the CD with a soft cloth and I cleaned it several times still I can't play.That is all I can say about this game.,__label__1 
233924," Great Story, Horrible Combat: Probably the absolute WORST combat manuevers ever. Player is slow to move; squad members do not listen to commands; game is riddled with bugs. One of the most annoying characteristics is that you cannot fast-forward through much of the talking sequences.",__label__1 
233925, A Great Sci-Fi Adventure!: One of my personal favorites of all time. Definitely jump into the Mass Effect universe and play the whole trilogy of games!,__label__2 
233926," Best Game Ever-Saved My Mind: I work a lot and never really had time for anything, I went to sleep and would dream of work then I would wake up and work some more.Mass Effect is one of the best games ive ever played being a fan of Fable, Gears of War series, the Halo series ect.And its super cheap so its a must buy and i chipped in the extra cash to over night it,",__label__2 
233927," No Team Boo. . .: this is acctually probably more like a 3.5 stars, but I like MOS. I fell it falls between my solo project and our constant concern as far as quality goes. Team boo was unbelieveable and was the stand out best album from them. While this shows the same creativity and harmonious song writing, it lacks the charming upbeat major tonality found on some of their others",__label__2 
233928," LIBERATION FROM SELF: Erudite, fascinating look at difficult topic. Berofsky captures all the complex elements of this tough philosophical treatise. Excellent scholarship, its easy-going style helps even the lay person to understand even its most difficult ideas.",__label__2 
233929, scholarly readin: very broken down for anyone who needs to write a paper at any level.I use it with my students at the middle school level,__label__2 
233930," Bookmarks: A Guide to Research and Writing: This book was listed as used, but arrived looking brand new in a very timely manner. I have been using it for my class and will be keeping it since it is a great reference for citation for the different styles of writing.",__label__2 
233931, Excellant Seller: The book arrived in excellant condition. Shipment fast. A pleasure to do business with sellers like this one. In fact we bought a second one. Thank You,__label__2 
233932," far from exhaustive but well done!: The one point i took off is for lacking gradual switch to Ukrainian as the reader gains knowledge of the language.It'd've been great practice and more of an immersion in the Ukrainian language.This is indeed a very simple book, but it sure can allow itself to be one, since it's the ONLY BOOK on the market (more or less).Ukrainian is the first slavic language and though had long existed in the doldrums of occupation, the trend in Ukraine is strengthening it as a national language and it seems like it's heading to be the 6th most widely spoken native tongue in Europe after Russian, German, English, French and Italian.*note that it is practically useless for those with prior knowledge of other slavic languages. It is oriented at English-speakers.",__label__2 
233933," BOO!!: We live in Germany as part of the military and I was trying to find something that my 7 year old daughter could use to help learn the language. This was just awful! Don't waste your time or money. You can youtube the stuff that was on this video and have better luck. They don't really give you a lot of time to try and say the word before jumping on to the next word or phrase. Also, you only hear the word once and you are expected to get it from that one time. It was painful to watch and we just turned it off. Not worth your money. Trust me! Keep looking and find something else.",__label__1 
233934, Not Worth the Money: 1. The CD is not by the Department of Defense so that endorsement should be removed.2. The CD contains information easily found on the web.3. Don't waste your money. The CD isn't worth it.,__label__1 
233935," Focus on DHTML too MUCH !: This book talks lots of basic content about internet ! If you want to write internet applications , you should learn the use of DHTML and ASP, which I think is the most important. However, this book focuses on the use of DHTML within Visual Basic 6. I think it's better to reference other books containing the use of WebClass within VB6 after you read this book.",__label__1 
233936," The long awaited album is finally here!: Jason LeVasseur and Jerry Chapman provide a refreshing change to todays musical scene. They write there own songs and play their own instruments, take that Backstreet Boys! The new album blends together seamlessly the contrasting musical styles of LaVasseur and Chapman. Though only two, the sound is that of a full band. Having toured together for years, the new album is tight and feels as if they are singing live for you. The songwriting is intimate and heartfelt. ""Big Sky"" is magical, ""Hopscotch in Oz"" highlights Chapman's strong voice, ""Spacegirl"" is hard to get out of your head, and the rest of the album does not disappoint. Don't just buy the CD, make sure that you catch them live the next time they are in your town. They are a fun act live, and this album catches that energy.",__label__2 
233937," Bland Bat: This book was disappointing. Bland, flacid, superficial ... pointless, except for the Bat-neophyte. You'd have to know next to nothing about Batman to appreciate this book. It breaks no new ground, presents mediocre archive art in a boring way, and is a basic waste of money.",__label__1 
233938," Swing Out Sister does it again, Wonderful: After waiting patiently for the latest edition of Swing Out Sister to arrive, I could not wait to listen to the Stylish vocal's of Corrine. From the catchy ""Who's been Sleeping, to the haunting vocal's on ""Make you Stay, Swing Out Sister proves they are among the very best.This cd feed's your heart and soul. Thank you Swing Out Sister-La La La mean's I love you",__label__2 
233939," Lahaina: Eddie Kamai did a very nice job in presenting this DVD about the history of Lahaina.....Love this town, now I know more history....A must buy for Maui lovers!",__label__2 
233940," Yuck!: Yes, that's my opinion of ""The White Room"". Okay, how many times is this woman Polly going to faint? That got really old. Her husband Tim is as interesting as a dish towel. I think my 6-year old could write a more interesting novel and come up with better dialog. I could go on about this book, but I think the other reviewers have covered it.",__label__1 
233941, Good product: I like the ease of installation of this ink cartridge and it's a lot cheaper than the HP printer ink I used to have to buy.,__label__2 
233942, Love the machine hate the cartridges: I agree with the other reviewer. I have the MP500 and this is a very nice all in one scan/print/copy no fax machine. However be prepared to shell out some bucks for the PGI-5. I am going thru about 1 every 3 weeks at a cost of about 15 bucks on very lite print jobs. I always use the fast print option. There is no compatible as of yet. I went thru Office Depot where I paid $15 per but got free shipping on orders of $50 or more. I might have to bring back my Epson for my black ink print jobs. The other four cartridges are wearing very well. This is the last printer I will ever buy that doesn't already have a compatible on the market. I am looking into refilling this cartridge with an ink kit however you have to disable the ink gauge on the printer.,__label__1 
233943, Works great: I replaced my electric start with this recoil starter. It fit my OS 18 motor. Great little pull starter. No more wasting time with batteries for the electric start.,__label__2 
233944," Interesting, applicable, and timeless...: The ""Don't Sweat"" series provides the reader with tools to organize and prioritize ones life. With the many different pressures placed upon us in our lives, Carlson hits home with this short read regarding the balance between our worklives and our homelife.Broken into extremely small chapters only one to three pages long, it is easy to take some time out and read a few chapters -- appealing to even the busiest of schedules.The only caveat is that one might be bored by the continual emphasis of the same points over and over again.",__label__2 
233945," The Dylan Paradox: On principle I have never given a live album 5 stars as you are assessing a performance rather than a creative piece of work. I very nearly broke my own rule for this CD. Not only did it preview a very fine album (Desire), it makes a mockery of the live 'Greatest Hits' trash he and others have mostly released.I saw a couple of the shows from his critically aclaimed tour of Oz with Tom Petty and the Heartbreakers in 1986. He was razor sharp but even those efforts pale when compared to his performances on this legacy from the Rolling Thunder Revue. Buy this CD if you have any interest in Dylan. It is simply a stunning example of just how good Dylan could be when enthused and making music with his mates.",__label__2 
233946," Wouldn't Install: This is the second Intel PC Camera that I've returned for not being compatible with my system.I'm running Windows Me Program and on trying to install the camera,I received error messages from the Intel Disk saying that it couldn't find certain files which were needed for installation.Upon deleting the camera from my system,the system froze up and I needed technical help from the computer company to fix the problem.No more PC cameras for me.Enjoyment should not include aggrevation.",__label__1 
233947, FANTASTIC: The sountrack to a thousand bonfires. The sheer beauty and depth of this album is astounding. BUY IY,__label__2 
233948," the art work: everything I expected, the price is great for a must have and classic vinyl. 1 1 1 1 1 1",__label__2 
233949, Maybe great back in the day...but today...: Egad. I bought this for my husband because he loved Oblivion so much. I was pretty sad with how dated it was. But I guess that's my fault since the game is around 8 years old. I'm sure it was great back in the day. Too bad we opened it. I wish we could return it...,__label__1 
233950," Not for everyone.: I love RPGs, both PC and console. I've played the big names, and whichever of the little ones I could find. So, of course, I tried Morrowind. To be honest, most people either love or hate this game. I can see where the love comes from - Morrowind is a party of aesthetic goodness. It boasts a gigantic world where freedom reigns. It also has a great community backing it up with fantastic unofficial add-ons. However, I can also see where the hate comes from. I do lean to that side after all. The combat and magic systems are terrible. The NPCs are lifeless and their dialogue equally drab. With freedom comes a feeling of aimlessness.Don't get too caught up in the ""Game of the Year"" title, or rave reviews - bad reviews neither. If you get the chance, try the game first. That's the only way you'll know where you stand. Keep an open mind, but don't think that you have to like it.",__label__1 
233951," One of the best: Morrowind is an absolutely wonderful game, with great music, great landscapes, an epic story, and pretty entertaining gameplay to boot. I can't call it perfect mainly because of the fact that like so many other Bethesda games, it's full of bugs. Many of these have been fixed by the community, and Morrowind has an absolutely mind-boggling array of mods available. The mods allow an almost infinite of in-game experience, and I heartily recommend this game to any fans of RPGs out there.",__label__2 
233952, Very helpful: Highly recommend. This book is worth it even just for the test-taking tips. It has helped my son immensely.,__label__2 
233953," Wrong Reason, Could have had better description.: This product is for Xbox 360 MEMORY UNITS not Hard Drives as apposed to the description. If used for the correct reason it appears it would work. I got a full refund,though. Also, this is an Unauthorized Product made by Datel, in case you wanted to know.",__label__1 
233954," XBox 360 Transfer Kit doesn't work: Doesn't work. Won't transfer files to your pc. There is a known problem with it, the info has been posted on the web, manufacturer has released a patch to fix it, and the patch only works for SOME people. We wasted our money on this one.",__label__1 
233955," Excellent Price: It took me a lot of reading and talking to others before I decided on this dual point distributor. While the Unilite distributor seems to be a quality product, I decided against it because if it fails on the road, you had better have a replacement in the trunk ready to go because you probably won't be finding a replacement without ordering it. The stock dual point distributors have worked fine for me for many years and I see this Mallory as being a huge improvement over stock. Because I am running multiple carbs and a long cam for the street, I do not have any vacuum anyway and this distributor has a large range of initial timing advance. I have not run it yet but will do so well before the manufacturers warranty expires. I shopped all over for price and found Amazon's price to be the lowest and the no tax and free shipping was just icing on the cake.",__label__2 
233956, Newmans Own: I am never disappointed with any products manufactured by Paul newman. These Chocolate-Chocolate creme are very good. Try The Hint of Mint as well.,__label__2 
233957," When chocolate Nutter Butters went away, I was sad. :(: But... then I found chocolate peanut butter Newman-O's and everything was right with the world again... in terms of cookie satisfaction, that is.I prefer to pull two of them apart, eating the two naked cookie halves - then smash the two halves w/peanut butter together to make a ""double stuff"" Newman-O. In my humble opinion there is no finer store-bought cookie enjoyment experience available on Earth at the current time.This is what you wave under my nose to make sure I'm REALLY dead.",__label__2 
233958," Leave this one at home when going to the beach: Bombay Time is a horrible book, reading it was a waste of time and a test of patience. The book deals with no real issues but does hit you in the face with the Indian Gosip train of family and neighbors. There are so many people meddling around with one anothers affairs that it becomes a frustrating read. Rather than providing an escape from the bickering and mundaneness of life this book whips you right into the thick of it.There are countless writers from the subcontinent that have done wonders in the world of literature sadly Ms. Umrigar isn't one of them.",__label__1 
233959," wrong item number on dscreption: on the page the item number is 010-10517-01 but when i got it ..it had another number which is 0110095502 ,,it came 7.4 not 8.4finally it does not fit my device",__label__1 
233960," ONE STAR?!?!? Is that guy INSANE?!?!?: I can not believe the sanity of any person who gives this album 1 star and WANTS to give it 0 stars. This is TMBG's best album by far, leaps and BOUNDS ahead of ""Flood"" which is weighed down by too many generic, mediocre songs and the simply terrible ""Particle Man."" Tell me, is 1 star applicable to any album that contains the following songs?: ""The Statue Got Me High,"" ""I Palindrome I,"" ""The Guitar,"" ""See The Constellation,"" ""Space Suit,"" ""Narrow Your Eyes,"" ""Hall Of Heads,"" and of course the almighty ""Fingertips""! That alone makes it worth the price of the album. I think that person should rethink his or her judgement of this album, because despite what people say (""Weaker than Flood, blah blah, [insert untrue stuff here]"") this is truly TMBG at their peak. Both Johns contribute equally great songwriring here.",__label__2 
233961," very underrated MC: Grand Puba is One of the most slept on MC's ever. he had the skills to go from different styles and musical backgrounds with ease. this album is very east coast and has that whole vibe and built.back it up, baby what's your name and Check it out with Mary J. Bliege who Puba was on her debut album ""what's the 411"" are tight cuts.still a tight set.",__label__2 
233962," An Important Story: This book is well written, interesting and sad, but important, because I think this story is not well known, i.e., the situation of the Jewish families in that city in England. I also loved that the author included pictures of his family in the book.",__label__2 
233963," Not as advertised: Advertised as in very good condition...arrived stained with red liquid, wrinkled, hard to turn pages & coming apart. I read it, then trashed it.Only book I've ever trashed!! Hate to see your acceptable rating.",__label__1 
233964, The Invisible Wall: So far am and about 1/4 through the book - dull and boring - but I'll stick with it. Anne Magnolia,__label__1 
233965," Cute: I am a figure collector , I payed less than 20 bucks for this figure it came in time and very well packaged . The figure is well made and very cute paint quality is good and the figure stands about 7 inches if not a bit taller . Great product for a great price",__label__2 
233966," Bright, but will change the color of housing when off: I got these because I thought it would be nice to have brighter back up bulbs, but because they are blue they really darken the light housing and make it look well....blue. More than I anticipated they would. Then I tried them in the red brake light side and even there it darkened it to a ruby red that looked funny because of the blue color. They are nice and bright when working, but unless your looking for a blue lens housing look, stick with a clear/amber/chrome bulb. Also, pretty pricy for a small simple bulb.",__label__1 
233967, phish: mozart for the rock generation: I personaly dont think phish could ever go wrong and maybe its because they allow themselves that freedom. but this album in particular interests me because it takes me back to childhood and feeling good and about probably nothing at all. it couldnt ever hurt anyone to be happy for no reason! but as i heard it said once and i'll repeat it for all to hear... phish is like icecream for the ears!,__label__2 
233968," So its a silly one... get over it!!!: Yeah ok so this is not the best Phish studio realease but if you open your ears a little Lawn Boy is a fun little ditty to have around. Phish has proven to be quite versatile through the years and that makes them a choice rock act. Lawn Boy is full of that vesatility that only Phish can convey. A must have!!!Highlights include Split Open And Melt(a classic in live format), Bouncing Around The Room(also a live classic), the siily but fun My Sweet One, Run Like An Antelope, the peculiar and quirky Bathtub Gin and The Squirming Coil.Not a cd for first time Phishers but a cd not to be missed. ENJOY!!!!!",__label__2 
233969," Childish.: I found the characters to be both superficial and extremely unreliable. The dialogs are very disappointing, often shallow and unsophisticated. Unfortunately -so is the plot.",__label__1 
233970," BUY A SIZE BIGGER!: I just got mine today, and the fell well made, and comfortable. My only complaint is I didn't listen to the reviews and order one size up. I ordered mediums which fit, but a large would have been better I think. Next time I order I will order a large, maybe that will fell a little better.",__label__2 
233971," Good.: its a fun game, but a little confusing at first but then you get the hang of it. graphics i feel could of been a lot better. i consider it a hassle to aim the gun every time you play or having to set up the infrared sensors. The gun is not cordless whitch was not appealing, together with the gun color(bright orange). other than that is a fun game to play.",__label__2 
233972," Superficial and short-lived.: If you think that playing this game will fulfill any of your overly nostalgic memories of playing Time Crisis at the local Golfland, then you'd be sadly mistaken. The gun does not seem very accurate, and has somewhat of a lag time between where you aim it on the screen and where the reticle appears. Plus the arcade-shooting portion of the game is very, very short. The added FPS mode is insipid, and feels like it was just tacked on to make this a complete game. All-in-all, just a two-star product. I would only purchase this if Amazon (which is rockingly awesome) had it for about $30 again.",__label__1 
233973," Almost perfect: My copy of Electric wizard's Come my Fanatics was supposed to come with a bonus 7"" called ""Demon Lung"". The record sleeve even has the lyrics to the song printed inside. The product description said it would come with it. I guess its okay though. I would prefer to have that 7"", but the LP itself is wonderful, so I'm not hatin'.",__label__2 
233974, Another Save the Wild Horses Book!!!: Why does it seem that the horse story get's twisted into the youth of this country. This is More Propaganda to save the wild horses. I am tired of this agenda being fed to my children,__label__1 
233975, GREAT SELLER & UNIQUE PRODUCT: I loved this product. It brings out the heart of the New Orleans and the surrounding areas. I would recommend this product to those who crave the tastes of this region but live out of town. Nice coverage of the local food products that make this area famous. Good job to John Folse!,__label__2 
233976, usb hard drive adapter: used 1 time. the connector was bent upon arrival and had to be bent back in to shape to properly connect to the hard drive pins. I would say the cord is pore. the power supply would not power up the 2nd time i went to use the adapter. (still on the first day) I would not recommend buying this particular adapter.,__label__1 
233977," Waste Of Money: I bought this product last week ( 6/17/2012) The Ide works great, but the Sata is junk. I can only assume that the usb does not provide enough power to support a Sata drive. Do not waste your time or money on this. Spend a little extra cash on a Acronis adapter.",__label__1 
233978," poor construction: I am on my second adapter. On the first one, one of the wires for the IDE power plug came loose. They were very good about replacing the unit. On the second one the plug that fits into the ac power adapter is loose and I have to hold it so the power to the drive stays on. On both units the pins for the IDE to SATA power converter are loose and wiggle around making it hard to fit into the power cord. Overall I would say that this product is poorly made. I guess you get what you pay for.",__label__1 
233979," Good looking but useless: This wrench is not working at all. When I got it, I figure that I need to buy a handle, then I tried the handle together with this wrench. Guess what? I can only unlock the filter and couldn't lock it....? The people in the auto parts store, laugh out loud at me....after i told them how how I paid for it. The expense to send it back can let me buy a useful one from the store. .....VERY DISAPPOINTED.",__label__1 
233980," Sounds do not match at all!!: I just received this soundbox. The sounds for boxes that ARE supposed to match DO NOT, and the sounds for different boxes that ARE NOT supposed to match DO. Kind of surprised as this is not rocket science.This product, I should add, is well made. The boxes are sturdy, light, and easy for small hands to hold onto. Both my 2.5 yo and my 9 month old enjoyed picking up and rattling the boxes. However, it still does not do what it says it does, match sounds and then be able to check your performance by color matching.It's going right back from where it came!",__label__1 
233981," my first phish CD and still my fave...: This is CD is incredible. 'you enjoy myself' and 'fee' are 2 of their greatests. if you've never heard phish, take a chance on Junta...",__label__2 
233982," Leaking LaCrosse Chinese boots: The left boot had a leak right out of the box, not a big leak but enough to make my sock wet. Made in China tells the story. At one time LaCrosse boots were well made and had a long life, now I get anywhere from six months to one year use out of them.",__label__1 
233983," Sugar Recipes?!: There are recipes in the back of the book that call for up to a cup of sugar! Yeah, white sugar. Need I say more? It makes no sense.",__label__1 
233984," Not a magic bullet, but close: This book is not a magic bullet to ending food cravings. You still have to be motivated to change your lifestyle and eating habits. It does present the most reasoned arguments I have ever come across in a nutrition or ""diet"" book and the advice Dr.Barnard gives seems to be out of genuine concern and well-informed. Many other nutrition books I have read are almost abusive in their approach and language toward the dieter. Dr.Barnard uses a sensible, logical, and caring approach that really works as long as you are committed.",__label__2 
233985," Amazing source of information: This is a great book for those who are interested in becoming vegan. Even if you aren't, it provides some really interesting information on why we crave the foods we do. For the person who said we crave meat and cheese because we need the ""nutrients"" in them, you obviously didn't read this book and you're still hypnotized by the propoganda from the meat and dairy industries. These foods are not necessities. The author clearly states that a supplement is only necessary if you feel you're not getting enough B12. If you don't have enough time to cook the recipes provided in the book then buy a good vegan cookbook or look on the internet. If you're serious about changing your life then you'll find a way to do it. I'm so tired of hearing the ""I don't have time to do it"" excuse. This is why North America became fat in the first place. Anyway, this is a great book and I recommend it 100%. GO VEGAN!",__label__2 
233986," how could you not live Jimmy Smith: Aaaah, the sound of a B3... sounds from my past.. from the 60s and 70s mostly. This is a good one with classic Smith sounds.",__label__2 
233987," Worthless: The notation for this book is awful. Completely different from three other math books that I have used before. It doesn't adequately explain its own examples, even for the 1 chapter review on ODEs confused me as to what they were trying to accomplish. I gave up on it shortly after that. Even browsing wikipedia is more useful than this book.Cons: Hard to understand; doesn't seem to use standard notation from what I've read.Pros: Cheap. Seems to have a lot of material?",__label__1 
233988," Great Voice! But lousy album....: It isn't so much the production or Barry's wonderful voice that drags this album down, but rather the list of tunes he covers. ""We Are The Champions"", ""Hip to Be Square""? Please, Barry is much more deserving than that. He should have covered half of Husker Du's ""New Day Rising"" album, segue with Kraftwerk's ""Pocket Calculator"" and then round the whole thing out with Joy Division's ""Insight"".Now that would have been an album. Than again, I didn't produce Mr Williams album, so all we are left with is this lack luster disappointment.",__label__1 
233989," This guy has no talent what-so-ever.: I feel sick that they categorized this never-was with Dave Matthews Band. People should be ashamed to own this album, much less suggesting that it should be album of the year.",__label__1 
233990," This is a joke right?: When I first saw this I thought, wow, Greg Brady is doing a Weird Al thing, kind of a spoof/parody/joke...Then I listened to it ... and low and behold! I do believe he's serious! Hmmm.. will this go gold? Will he do a reunion tour with the rest of the Brady's? A duet with Marsha? A rap song with Alice? Oh the possibilities! The vocal stylings of Greg Brady, just what we need to usher in the new millenium.",__label__1 
233991," Piece of Junk: I got this for a party and tested it out and it worked fine. Then the day of the party I noticed it ran for about 5 minutes then stopped spinning. If I shook it and toggled the switch a few times it would start going again. Yeah, that's really a fun thing to do during a party. I tried everything to fix it. I tried 3 different new batteries. I opened it up and reconnected all the wires. I sprayed it with WD40. I tried it both upside down and on the stand. I never could get it to go for more than 5 minutes. Don't waste your time on this piece of junk.",__label__1 
233992," Perfect!: I ordered these for centerpieces for one of our annual work events. The disco balls run off of 1 ""D"" battery (which is included) and the pin spots need to be plugged in. The pin spots are about the length of my hand and the diameter of my fist, they are of surprisingly excellent quality. I won't be using them for these centerpieces as there is not a plug at each table. After reading other reviews I was nervous about the quality of the disco balls, but out of the 18 I ordered every one of my disco balls spin and only one lost a mirror tile, but it was directly next to the mount and no one will ever notice it is missing.I highly recommend these.",__label__2 
233993," Inspiring: This book was a remarkable story of a woman's strength. As I recall the shooting of over 20 years ago, I remember how eventually we all went on with our lives and didn't think about the ways in which one young man with a gun changed so many lives forever that day at the Hilton Hotel in DC. Sarah Brady made it her personal mission to put the NRA out of business to keep us all safe from the senseless gun violence that changed her life forever. I would recommend this book to anyone who is inspired by the dedication and will of others and would like to change the world for the better.",__label__2 
233994, be careful when you buy this: Be sure you are purchasing the correct product. Supplier IDigToys will only accept returns within 14 days of purchase.,__label__1 
233995," Coming apart at the seams: I bought these shoes for my four year old son, and they became an instant favorite. He wore them almost everyday. Unfortunately, after about a month of wear, the ""teeth"" are wearing away and the seam down the back of the boot has ripped. After the application of a little super glue, he can wear them again, but next time I buy rainboots-which will be soon considering these are coming apart at the seams-I will look for another brand.",__label__1 
233996, Don't get tricked: I bought this thinking I could trust the reviews! I was wrong this was one of the worst movies I had ever seen. I love martials arts films I have all the jet's and bruce's I could find. This is just horrible. The action and lack of was worse than A kindergarden play with adults. It is set in modern times even though the cover as ancient times and there are nude scenes but they aren't even good. Its a real rip off!!! Do not get this movie unless you just have money to waste!!!!!!,__label__1 
233997, great book: Doc is sassy as ever. This of all the books in the series is so far the one that I reread the most.,__label__2 
233998," A very enjoyable read. Shepherd is a delight!: Shepherd's passion may be tomatoes, but rather than spending his whole life weeding or watering, the author shows us how his hobby has enabled him to develop relationships neighbors, friends and total strangers. It is a very enjoyable boo",__label__2 
233999," Entertaining and Absorbing: I read ""Casey's Revenge"" during a a recent trip to Jacksonville, and it completely distracted me from the rather boring ride. I found the characters (especially Casey) to be believable and sympathetic (the good guys, that is!). The initial scenes when Casey is stranded are quite creepy, and the ending is chilling! I especially liked Casey's resourcefulness and generally tough nature. The Savannah setting is well developed and adds a nice regional touch. Overall, I would recommend it to anyone wanting a captivating suspense novel with some local color. Take it on YOUR next trip!",__label__2 
234000," Awful. Mostly maltodextrin.: We ran out of Jolly Time and picked this up at the store. Tastes bad and is mostly maltodextrin, which causes stomach upset for most of my family. Avoid if you don't like maltodextrin.",__label__1 
234001," Bland, Very Bland: I bought this to try with the newly bought hot air pop-corn, but to say it is bland is an understatement. I haven't tried it with steamed vegetables yet, but it just doesn't make sense to me that I'd have to spray butter on the popcorn so I can have the butter-salt seasoning to stick. No pun intended.",__label__1 
234002, Butter seasoning that has no butter flavor: It doesn't have a butter flavor.It doesn't have much of a salt flavor either.So. It doesn't taste like butter and you need to add salt. The only thing it has going for it is that it is gluten free.The subscribe and save price is good. Better than you can get at the store by quite a bit. I bought my single bottle at the big box store for about 2.78 so if you can get it for less with S&S; then it is a good deal price wise.Be sure you buy a single one at the store before you invest in a 6 pack.,__label__1 
234003," Never been in an inter-racial relationship but...: I enjoyed reading Tag and Renee's story. In some ways I can see where Renee would be hesitant to be seen with Tag in public. I know when I actually went out with a White friend of mine and another girl, I felt VERY uncomfortable because I didn't want the attention. I didn't want people to think that I was dating him. All it was was a great game of bowling. But even still, it felt weird. I can read stories and watch movies like ""Something New"" till the cows come home but I don't ever want to experience it. He has to look damn good like Tag before I can even say ""I'll think about it"". Otherwise, this book was really good just like the other BJ books I've read.",__label__2 
234004," A quick and enjoyable read...: If you are a fan of standard issue Silhouette and Harlequin books, then you will enjoy Ms. Jackson's new book. The author aderes to this genre's basic formula, but with a little twist. The IR theme added a little flava to the book and I read it in one sitting. Renee is a social worker and Tag is one of Manhattan's most eligible bachelors. Despite the color difference, they decide to persue a relationship with each other. This decision leads to malicious gossip by coworkers and has Renee rethinking whether she wants to remain involved with Tag. Tag does his best to put her at ease, but Renee ultimately has to come to terms with the implications of their relationship on her own. Does she follow her heart or bow down to what society dictates is proper. Delaney's Desert Sheikh was far better, but this book did not disappoint me.",__label__2 
234005," Don't blame Showtime: The two reviews before mine say that Out of Order was one of the best shows on tv but complain that only the pilot episode is on the dvd. The reason for this has nothing to do with Showtime being greedy. The pilot is also owned by Hallmark, the other episodes are not. Hallmark has a distribution deal with a large video chain (rhymes with RockLuster), so it had to be done this way. If this DVD does well the remaining episodes will follow. This pilot received rave reviews (and made the NY Times list of Best 10 programs of 2003) and should not be penalized because only the pilot is available (so far.) The pilot stands alone and is awesome. Check it out.",__label__2 
234006," So disapointed !: Je viens de recevoir le DVD et à ma grande surprise, ce n'est que le pilote ! Bad information...there's nothing in the purchase of the DVD that says its only the pilot ! What about the six episodes ! The pilot is good but i want more !!",__label__1 
234007," Good deal: These cubbies are really sturdy for the size. But don't expect to put too much of anything inside because they are small. The color looks more like a deep dark brown rather than a mahogany, but the are still worth the money. They look like they cost more than they do.",__label__2 
234008," A book to make you sit up and pay attention: What a magnificent collection of weird shit. From A (for Abominable Snowman) to Z (for Ernst Zundel and his chronicles of secret Nazi Polar Expeditions) this is an amazing compendium of the weird, wacky and wonderful. Phantom ships, Flying Saucers, rains of fish, frogs found entombed in stone (alive) and most meticulously referenced. Anyone with an interest in Fortean phenomena needs to have this book. The perfect addition to any toilet bookshelf.This is a book that deserves to be left open and handy somewhere. When you can't sleep in the middle of the night, it is perfect for browsing and for making sure you really won't get back to sleep.An incredible collection of facts, innuendo and wit, sure to amaze and enthrall anyone interested in 'the damned facts' '",__label__2 
234009," Pod is good: Do yourself a favor and put down the Sleater-Kinney c.d's and what not and pick this mutha up. A truly mezmerising c.d that melancholonizes( its not a real word I know) the hell out of you. Flawlessly crafted , and if you know anything about Deal's work, emotionally stirring. Her voice will enter your ears and never leave, as you ask yourself why you never knew that 'pod' existed way back in 1990. Like that year itself, this album feels almost like it never existed, in any case it should evoke odd emotional responses.",__label__2 
234010," A Pleasent Surprise: This is a lot different than the Pixies which I wasn't expecting. The songs and subject matter are a lot darker (which is cool) and the production is cold and distant (which is also cool). The songs are much more bass driven, which is fine because Kim's a great bass palyer, and the instrumentation is very spare. The use of strings in songs like ""When I was a Painter"" and the spine-tinglingly good ""Oh!"" really works and raises the songs to a new level. Also it turns out that Kim is amazing singer, I don't know why she didnt sing lead much in the Pixies. I mean I knew she was good but she really breaks your heart into a million pieces. In conclusion if your a fan of the Pixies or amazing rock music in general you're gonna want this, just dont expect this to sound exactly like the Pixies.",__label__2 
234011," Songs for spiritual healing!: Very good music and songs written and performed for the healing of hearts. I love [Listen, Listen, Listen] & [Return Again] very much, and often used them during the opening and closing of spiritual group gatherings. People listen to the songs in such an atmosphere and concentration often get in touch with the bottom of the heart and tears coming up because they are really [moved].",__label__2 
